cik,family,tag,as_of,period_end,days_stale
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-07-27,2014-03-31,849
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-07-28,2014-03-31,850
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-07-29,2014-03-31,851
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-03,2014-03-31,856
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-04,2014-03-31,857
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-05,2014-03-31,858
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-08,2014-03-31,861
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-10,2014-03-31,863
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-15,2014-03-31,868
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-17,2014-03-31,870
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-18,2014-03-31,871
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-19,2014-03-31,872
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-23,2014-03-31,876
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-24,2014-03-31,877
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-26,2014-03-31,879
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-29,2014-03-31,882
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-30,2014-03-31,883
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-31,2014-03-31,884
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-09-01,2014-03-31,885
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-09-02,2014-03-31,886
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-09-08,2014-03-31,892
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-09-14,2014-03-31,898
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-09-20,2014-03-31,904
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-09-21,2014-03-31,905
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-09-22,2014-03-31,906
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-09-23,2014-03-31,907
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-09-28,2014-03-31,912
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-10-05,2014-03-31,919
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-10-07,2014-03-31,921
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-10-11,2014-03-31,925
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-10-12,2014-03-31,926
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-10-14,2014-03-31,928
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-10-18,2014-03-31,932
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-10-21,2014-03-31,935
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-10-25,2014-03-31,939
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-10-27,2014-03-31,941
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-10-31,2014-03-31,945
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-01,2014-03-31,946
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-03,2014-03-31,948
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-04,2014-03-31,949
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-07,2014-03-31,952
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-15,2014-03-31,960
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-17,2014-03-31,962
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-21,2014-03-31,966
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-12-01,2014-03-31,976
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-12-05,2014-03-31,980
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-12-07,2014-03-31,982
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-12-08,2014-03-31,983
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-12-09,2014-03-31,984
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-12-13,2014-03-31,988
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-12-14,2014-03-31,989
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-12-16,2014-03-31,991
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-12-22,2014-03-31,997
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-12-28,2014-03-31,1003
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-12-30,2014-03-31,1005
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-01-04,2014-03-31,1010
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-01-13,2014-03-31,1019
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-01-17,2014-03-31,1023
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-01-24,2014-03-31,1030
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-01-30,2014-03-31,1036
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-01-31,2014-03-31,1037
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-02-01,2014-03-31,1038
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-02-02,2014-03-31,1039
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-02-03,2014-03-31,1040
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-02-07,2014-03-31,1044
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-02-08,2014-03-31,1045
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-02-13,2014-03-31,1050
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-02-16,2014-03-31,1053
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-02-17,2014-03-31,1054
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-02-23,2014-03-31,1060
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-02-24,2014-03-31,1061
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-02-28,2014-03-31,1065
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-03-01,2014-03-31,1066
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-03-02,2014-03-31,1067
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-03-07,2014-03-31,1072
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-03-08,2014-03-31,1073
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-03-09,2014-03-31,1074
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-03-20,2014-03-31,1085
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-03-22,2014-03-31,1087
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-03-27,2014-03-31,1092
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-03-28,2014-03-31,1093
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-03-31,2014-03-31,1096
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-03,2014-03-31,1099
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-04,2014-03-31,1100
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-05,2014-03-31,1101
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-07,2014-03-31,1103
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-11,2014-03-31,1107
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-13,2014-03-31,1109
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-24,2014-03-31,1120
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-25,2014-03-31,1121
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-27,2014-03-31,1123
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-28,2014-03-31,1124
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-01,2014-03-31,1127
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-04,2014-03-31,1130
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-05,2014-03-31,1131
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-15,2014-03-31,1141
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-16,2014-03-31,1142
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-17,2014-03-31,1143
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-19,2014-03-31,1145
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-22,2014-03-31,1148
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-23,2014-03-31,1149
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-30,2014-03-31,1156
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-31,2014-03-31,1157
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-06-01,2014-03-31,1158
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-06-02,2014-03-31,1159
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-06-06,2014-03-31,1163
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-06-07,2014-03-31,1164
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-06-09,2014-03-31,1166
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-06-23,2014-03-31,1180
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-06-26,2014-03-31,1183
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-06-27,2014-03-31,1184
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-06-28,2014-03-31,1185
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-06-29,2014-03-31,1186
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-06-30,2014-03-31,1187
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-07-05,2014-03-31,1192
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-07-06,2014-03-31,1193
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-07-07,2014-03-31,1194
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-07-10,2014-03-31,1197
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-07-14,2014-03-31,1201
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-07-24,2014-03-31,1211
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-07-25,2014-03-31,1212
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-07-27,2014-03-31,1214
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-07-28,2014-03-31,1215
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-07-31,2014-03-31,1218
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-08-02,2014-03-31,1220
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-08-04,2014-03-31,1222
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-08-07,2014-03-31,1225
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-08-09,2014-03-31,1227
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-08-15,2014-03-31,1233
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-08-16,2014-03-31,1234
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-08-23,2014-03-31,1241
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-08-30,2014-03-31,1248
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-08-31,2014-03-31,1249
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-09-05,2014-03-31,1254
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-09-06,2014-03-31,1255
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-09-07,2014-03-31,1256
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-09-08,2014-03-31,1257
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-09-13,2014-03-31,1262
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-09-14,2014-03-31,1263
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-09-15,2014-03-31,1264
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-09-20,2014-03-31,1269
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-09-21,2014-03-31,1270
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-09-22,2014-03-31,1271
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-09-29,2014-03-31,1278
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-10-03,2014-03-31,1282
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-10-04,2014-03-31,1283
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-10-05,2014-03-31,1284
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-10-12,2014-03-31,1291
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-10-13,2014-03-31,1292
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-10-20,2014-03-31,1299
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-10-25,2014-03-31,1304
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-10-27,2014-03-31,1306
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-10-31,2014-03-31,1310
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-11-02,2014-03-31,1312
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-11-03,2014-03-31,1313
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-11-06,2014-03-31,1316
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-11-13,2014-03-31,1323
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-11-16,2014-03-31,1326
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-11-17,2014-03-31,1327
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-11-27,2014-03-31,1337
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-11-28,2014-03-31,1338
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-11-29,2014-03-31,1339
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-11-30,2014-03-31,1340
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-12-01,2014-03-31,1341
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-12-04,2014-03-31,1344
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-12-05,2014-03-31,1345
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-12-06,2014-03-31,1346
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-12-07,2014-03-31,1347
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-12-08,2014-03-31,1348
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-12-14,2014-03-31,1354
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-12-15,2014-03-31,1355
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-12-19,2014-03-31,1359
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-12-26,2014-03-31,1366
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-12-27,2014-03-31,1367
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-12-29,2014-03-31,1369
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-01-02,2014-03-31,1373
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-01-03,2014-03-31,1374
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-01-09,2014-03-31,1380
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-01-12,2014-03-31,1383
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-01-17,2014-03-31,1388
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-01-23,2014-03-31,1394
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-01-24,2014-03-31,1395
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-01-26,2014-03-31,1397
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-01-29,2014-03-31,1400
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-01-30,2014-03-31,1401
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-01-31,2014-03-31,1402
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-02-01,2014-03-31,1403
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-02-02,2014-03-31,1404
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-02-05,2014-03-31,1407
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-02-07,2014-03-31,1409
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-02-14,2014-03-31,1416
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-02-16,2014-03-31,1418
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-02-28,2014-03-31,1430
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-03-01,2014-03-31,1431
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-03-02,2014-03-31,1432
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-03-05,2014-03-31,1435
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-03-13,2014-03-31,1443
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-03-14,2014-03-31,1444
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-03-21,2014-03-31,1451
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-03-28,2014-03-31,1458
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-03-29,2014-03-31,1459
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-04-02,2014-03-31,1463
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-04-03,2014-03-31,1464
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-04-04,2014-03-31,1465
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-04-05,2014-03-31,1466
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-04-13,2014-03-31,1474
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-04-19,2014-03-31,1480
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-04-20,2014-03-31,1481
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-04-24,2014-03-31,1485
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-04-25,2014-03-31,1486
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-04-26,2014-03-31,1487
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-04-30,2014-03-31,1491
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-05-02,2014-03-31,1493
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-05-04,2014-03-31,1495
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-05-07,2014-03-31,1498
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-05-08,2014-03-31,1499
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-05-09,2014-03-31,1500
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-05-10,2014-03-31,1501
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-05-16,2014-03-31,1507
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-05-17,2014-03-31,1508
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-05-18,2014-03-31,1509
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-05-30,2014-03-31,1521
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-05-31,2014-03-31,1522
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-06-01,2014-03-31,1523
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-06-04,2014-03-31,1526
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-06-06,2014-03-31,1528
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-06-07,2014-03-31,1529
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-06-13,2014-03-31,1535
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-06-15,2014-03-31,1537
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-06-18,2014-03-31,1540
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-06-19,2014-03-31,1541
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-06-20,2014-03-31,1542
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-06-29,2014-03-31,1551
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-07-03,2014-03-31,1555
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-07-05,2014-03-31,1557
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-07-13,2014-03-31,1565
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-07-19,2014-03-31,1571
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-07-24,2014-03-31,1576
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-07-27,2014-03-31,1579
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-07-30,2014-03-31,1582
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-07-31,2014-03-31,1583
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-08-01,2014-03-31,1584
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-08-02,2014-03-31,1585
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-08-03,2014-03-31,1586
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-08-06,2014-03-31,1589
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-08-07,2014-03-31,1590
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-08-08,2014-03-31,1591
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-08-13,2014-03-31,1596
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-08-17,2014-03-31,1600
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-08-20,2014-03-31,1603
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-08-21,2014-03-31,1604
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-08-23,2014-03-31,1606
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-08-24,2014-03-31,1607
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-08-29,2014-03-31,1612
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-08-30,2014-03-31,1613
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-08-31,2014-03-31,1614
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-09-05,2014-03-31,1619
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-09-06,2014-03-31,1620
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-09-07,2014-03-31,1621
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-09-10,2014-03-31,1624
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-09-11,2014-03-31,1625
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-09-13,2014-03-31,1627
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-09-17,2014-03-31,1631
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-09-18,2014-03-31,1632
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-09-19,2014-03-31,1633
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-09-20,2014-03-31,1634
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-09-21,2014-03-31,1635
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-09-25,2014-03-31,1639
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-09-26,2014-03-31,1640
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-09-28,2014-03-31,1642
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-10-01,2014-03-31,1645
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-10-02,2014-03-31,1646
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-10-03,2014-03-31,1647
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-10-04,2014-03-31,1648
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-10-12,2014-03-31,1656
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-10-18,2014-03-31,1662
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-10-22,2014-03-31,1666
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-10-23,2014-03-31,1667
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-10-24,2014-03-31,1668
72971,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-10-26,2014-03-31,1670
